umur,pekerjaan,status_pernikahan,kredit,saldo,cicilan,pinjaman,membership
56,retired,divorced,no,4,yes,no,no
40,admin.,single,no,419,yes,no,no
41,admin.,divorced,no,322,yes,no,no
53,retired,married,no,303,yes,no,no
39,blue-collar,married,no,607,yes,no,no
44,blue-collar,divorced,no,579,yes,no,no
38,admin.,married,no,3047,yes,no,no
54,technician,divorced,no,83,yes,no,no
58,management,married,no,68,yes,no,no
52,blue-collar,married,no,58,yes,no,no
28,admin.,single,no,251,yes,no,no
36,blue-collar,married,no,688,yes,no,no
60,retired,married,no,364,yes,no,no
42,services,divorced,no,55,yes,no,no
42,admin.,married,no,101,yes,no,no
44,management,married,no,105,yes,no,no
51,blue-collar,divorced,no,325,yes,no,no
49,blue-collar,married,no,198,yes,no,no
47,entrepreneur,married,no,209,yes,no,no
37,blue-collar,married,no,183,yes,no,no
34,management,married,no,105,yes,no,no
35,services,married,no,109,yes,no,no
35,blue-collar,single,no,376,yes,yes,no
40,blue-collar,married,no,-7,yes,no,no
55,technician,married,no,0,no,no,no
55,retired,married,no,143,yes,no,no
35,management,single,no,550,yes,no,no
57,blue-collar,married,no,162,yes,no,no
53,management,married,no,115,yes,no,no
41,blue-collar,married,no,512,yes,no,no
57,blue-collar,married,no,807,yes,no,no
45,blue-collar,married,no,248,yes,no,no
43,blue-collar,married,no,1211,yes,no,no
56,self-employed,married,no,7,no,no,no
31,entrepreneur,married,no,281,yes,no,no
37,blue-collar,single,no,88,yes,no,no
30,management,married,no,32,yes,no,no
30,admin.,single,no,115,yes,no,no
54,blue-collar,married,no,254,yes,no,no
36,management,married,no,144,yes,no,no
55,unemployed,married,no,383,no,no,no
37,admin.,single,no,569,yes,yes,no
38,housemaid,married,no,0,yes,no,no
48,admin.,married,no,3754,yes,no,no
55,housemaid,divorced,no,6920,yes,no,no
59,services,married,no,307,yes,yes,no
37,technician,married,no,-421,yes,no,no
33,blue-collar,divorced,no,60,no,no,no
44,blue-collar,married,no,67,yes,no,no
57,technician,married,no,402,yes,no,no
30,self-employed,single,no,800,no,no,no
42,technician,married,no,239,yes,yes,no
51,blue-collar,divorced,no,421,yes,no,no
44,admin.,divorced,no,161,yes,no,no
46,technician,married,yes,289,no,no,no
29,student,single,no,110,yes,no,no
39,blue-collar,married,no,245,yes,no,no
42,services,married,no,0,yes,no,no
50,blue-collar,married,no,156,yes,no,no
42,technician,single,no,0,yes,no,no
39,admin.,married,no,20,yes,no,no
55,technician,single,no,92,yes,no,no
46,services,married,no,89,yes,no,no
42,blue-collar,married,no,166,yes,no,no
45,management,married,no,103,yes,no,no
43,blue-collar,married,no,-454,yes,no,no
42,admin.,married,no,445,yes,no,no
30,admin.,married,no,4,no,no,no
47,blue-collar,married,no,1001,yes,no,no
51,services,divorced,no,-69,yes,no,no
38,technician,single,no,42,yes,no,no
57,technician,married,no,1617,yes,no,no
42,management,divorced,no,221,yes,no,no
32,technician,divorced,no,210,yes,yes,no
46,management,married,no,0,no,no,no
29,student,single,no,185,yes,no,no
59,retired,married,no,836,yes,no,no
32,blue-collar,single,no,301,yes,no,no
44,blue-collar,married,no,503,yes,no,no
40,retired,married,no,407,yes,no,no
31,blue-collar,single,no,53,yes,no,no
46,self-employed,married,no,2303,yes,no,no
43,management,married,no,144,yes,no,no
34,services,married,no,205,yes,no,no
39,management,married,no,305,yes,no,no
30,blue-collar,divorced,no,251,yes,yes,no
56,retired,married,no,0,yes,no,no
29,technician,married,no,8,no,no,no
40,blue-collar,divorced,no,139,yes,no,no
36,services,married,no,184,yes,no,no
37,blue-collar,single,no,238,yes,no,no
35,admin.,married,no,0,no,no,no
35,blue-collar,married,yes,0,yes,no,no
47,services,married,no,222,yes,no,no
31,services,married,no,414,yes,no,no
56,retired,single,no,223,yes,no,no
57,technician,married,no,197,no,no,no
36,blue-collar,married,no,-251,yes,no,no
45,self-employed,divorced,no,-139,yes,no,no
47,blue-collar,married,no,733,yes,no,no
29,technician,single,no,0,yes,no,no
57,services,married,no,1,no,no,no
45,blue-collar,married,no,97,yes,no,no
31,blue-collar,single,no,435,yes,no,no
31,management,divorced,no,0,yes,no,no
37,technician,single,no,147,no,no,no
30,technician,single,no,3,yes,no,no
58,services,divorced,no,1109,yes,yes,no
33,services,married,no,404,yes,no,no
39,blue-collar,married,no,981,yes,no,no
33,blue-collar,single,no,95,yes,no,no
34,services,married,no,302,yes,no,no
36,services,divorced,no,-290,yes,yes,no
37,services,single,no,259,yes,no,no
35,blue-collar,married,no,527,yes,yes,no
55,retired,married,no,102,yes,no,no
34,management,single,no,872,yes,no,no
40,management,divorced,no,490,yes,no,no
42,blue-collar,single,no,19,yes,no,no
37,blue-collar,married,no,16,yes,no,no
42,management,married,no,386,yes,no,no
35,technician,single,no,539,yes,no,no
44,technician,divorced,no,-329,yes,no,no
30,services,single,no,-174,yes,no,no
45,entrepreneur,married,no,68,yes,no,no
35,blue-collar,single,yes,-532,yes,no,no
36,admin.,divorced,no,0,yes,no,no
49,blue-collar,married,no,64,yes,no,no
31,blue-collar,single,no,1415,yes,no,no
31,technician,single,no,147,yes,no,no
39,blue-collar,married,no,72,yes,no,no
37,services,single,no,-196,yes,no,no
33,blue-collar,married,no,716,yes,no,no
37,management,married,no,0,yes,no,no
42,services,married,no,-246,yes,no,no
56,blue-collar,married,no,-203,yes,no,no
37,admin.,single,no,245,yes,yes,yes
36,services,single,no,342,yes,no,no
29,technician,single,no,3,yes,no,no
54,management,married,yes,-248,yes,yes,no
38,blue-collar,married,no,376,yes,no,no
43,blue-collar,divorced,no,370,yes,no,no
47,admin.,single,no,594,yes,no,no
47,blue-collar,married,no,387,yes,no,no
38,services,married,no,208,yes,no,no
40,blue-collar,married,no,563,yes,no,no
33,services,divorced,no,392,yes,yes,no
33,retired,married,no,165,no,no,no
53,admin.,divorced,no,236,yes,no,no
37,services,married,no,52,yes,no,no
40,management,single,no,1265,yes,no,no
37,blue-collar,married,no,693,yes,no,no
35,technician,married,no,118,yes,no,no
49,blue-collar,married,no,3659,yes,no,no
26,blue-collar,single,no,24,yes,no,no
38,management,single,no,673,yes,no,no
52,self-employed,married,no,273,no,no,no
33,services,divorced,no,327,yes,no,no
31,admin.,single,no,299,yes,no,no
32,blue-collar,married,no,0,yes,no,no
35,blue-collar,single,no,109,yes,no,no
55,management,divorced,no,552,no,no,no
32,blue-collar,divorced,no,473,yes,no,no
37,unknown,single,no,414,yes,no,no
45,blue-collar,married,no,154,yes,no,yes
31,technician,married,no,344,yes,no,no
38,admin.,married,no,8,yes,no,no
37,services,married,no,78,yes,no,no
38,blue-collar,married,no,266,yes,no,no
33,housemaid,married,no,98,yes,yes,no
38,blue-collar,married,no,83,yes,no,no
37,management,single,yes,45,yes,no,no
29,unemployed,married,no,8,yes,no,no
42,management,married,no,263,yes,no,no
40,blue-collar,married,no,306,yes,no,no
32,management,married,no,233,yes,no,no
47,management,divorced,no,447,no,yes,no
29,student,single,no,872,yes,no,no
53,services,divorced,no,-291,yes,yes,yes
31,services,married,no,309,yes,yes,no
59,blue-collar,married,no,202,yes,no,no
29,entrepreneur,married,no,56,yes,yes,no
59,blue-collar,married,no,229,yes,yes,no
44,blue-collar,married,no,143,yes,no,no
38,admin.,single,no,100,yes,no,yes
49,admin.,married,no,326,yes,no,no
43,blue-collar,married,no,167,yes,no,no
52,admin.,single,no,545,yes,no,no
40,admin.,married,no,2100,yes,yes,no
32,services,married,no,0,yes,yes,no
47,admin.,married,no,192,yes,no,no
33,management,married,no,442,yes,no,no
35,management,married,no,267,yes,no,no
27,services,single,no,0,yes,no,no
50,blue-collar,married,no,377,yes,no,no
44,retired,married,no,7624,no,no,no
43,self-employed,married,no,66,yes,no,no
51,blue-collar,married,no,37,yes,no,no
32,admin.,single,no,64,yes,no,no
47,management,divorced,no,34,yes,no,no
34,admin.,divorced,no,627,yes,no,no
57,self-employed,married,no,1013,yes,no,no
43,admin.,single,no,140,yes,no,no
40,services,single,no,8823,yes,no,no
28,blue-collar,single,no,97,yes,no,no
38,blue-collar,married,no,5,yes,no,no
37,unemployed,divorced,no,74,yes,no,no
44,admin.,married,no,58544,yes,no,no
41,technician,married,no,169,yes,no,no
37,self-employed,married,no,444,yes,no,no
30,services,single,no,542,yes,no,no
32,blue-collar,married,no,-205,yes,no,no
30,management,single,no,112,yes,no,no
35,services,married,no,39,no,no,no
55,blue-collar,married,no,1268,yes,no,no
52,blue-collar,married,no,-98,yes,no,no
33,admin.,married,no,44,yes,yes,no
55,retired,married,no,-90,yes,yes,no
33,blue-collar,married,no,0,no,no,no
40,blue-collar,married,yes,-94,yes,yes,no
39,blue-collar,married,yes,-345,yes,no,no
54,blue-collar,married,no,-932,yes,no,no
39,blue-collar,married,no,20,yes,no,no
49,blue-collar,married,no,90,yes,no,no
52,admin.,married,no,31,yes,no,no
27,management,single,no,134,yes,yes,no
26,services,married,no,0,yes,no,no
40,blue-collar,married,no,61,yes,no,no
47,blue-collar,married,yes,-5,yes,no,no
31,services,single,no,-45,no,no,no
53,blue-collar,single,no,156,yes,yes,no
31,services,married,no,564,yes,no,no
33,admin.,married,no,-6,yes,no,no
35,services,married,no,528,no,no,no
46,entrepreneur,married,no,1481,yes,no,no
31,management,married,no,2019,no,no,no
35,technician,single,no,1855,yes,no,no
29,management,married,no,147,yes,yes,no
51,technician,married,no,220,yes,no,no
33,blue-collar,married,no,198,yes,no,no
37,management,married,no,115,no,no,no
43,admin.,single,no,87,yes,no,no
42,technician,married,no,644,yes,no,no
28,blue-collar,married,no,225,yes,yes,no
57,retired,married,no,502,yes,no,no
38,services,married,no,-32,yes,no,no
39,blue-collar,married,no,106,yes,no,no
36,technician,married,no,301,yes,no,no
57,retired,married,no,906,yes,no,no
44,management,married,no,187,yes,no,no
48,services,divorced,no,852,yes,yes,no
46,blue-collar,married,no,143,yes,no,no
43,admin.,married,no,71,no,no,no
49,services,married,no,1496,yes,no,no
29,services,single,no,703,yes,no,no
53,blue-collar,married,no,732,yes,no,no
30,services,single,no,21,yes,no,no
41,management,divorced,no,276,yes,no,no
33,technician,married,no,0,yes,no,no
47,blue-collar,married,no,550,yes,no,no
58,retired,married,no,268,yes,no,no
31,unemployed,married,no,-825,yes,no,no
38,admin.,single,no,137,yes,yes,no
60,retired,married,no,42,yes,yes,no
33,management,single,no,54,no,no,no
33,unemployed,single,no,1716,yes,no,no
52,admin.,married,no,270,yes,no,no
42,blue-collar,married,no,803,yes,no,no
30,technician,single,no,102,yes,no,no
33,entrepreneur,divorced,no,188,yes,no,no
46,admin.,divorced,no,207,yes,no,no
51,blue-collar,married,no,1466,yes,no,no
40,unemployed,single,no,350,yes,no,no
50,admin.,married,no,159,yes,no,no
42,entrepreneur,married,no,157,yes,yes,no
38,technician,married,no,0,no,no,no
36,admin.,single,no,91,yes,no,no
37,unemployed,divorced,no,849,yes,no,no
33,management,married,no,436,yes,no,no
38,blue-collar,single,no,-1,yes,no,no
52,blue-collar,married,no,297,yes,no,no
29,blue-collar,married,no,313,yes,yes,no
37,blue-collar,married,no,310,yes,no,no
34,admin.,married,no,475,yes,no,no
43,blue-collar,married,no,61,yes,no,no
49,services,married,no,1377,yes,no,no
33,technician,single,no,56,no,no,no
47,admin.,married,no,0,yes,no,no
50,technician,married,no,73,no,no,no
30,blue-collar,single,no,660,yes,no,no
44,services,married,no,-79,yes,no,no
44,blue-collar,divorced,no,558,yes,no,no
30,services,single,no,342,yes,no,no
40,blue-collar,married,no,-4,yes,no,no
41,blue-collar,married,no,225,yes,no,no
34,blue-collar,married,no,267,yes,no,no
53,services,married,no,46,yes,no,no
35,blue-collar,married,no,624,yes,no,no
34,technician,divorced,no,1107,yes,yes,no
39,admin.,single,no,573,yes,no,no
39,management,single,no,406,yes,no,no
52,services,divorced,no,220,yes,no,no
34,blue-collar,married,no,2308,yes,no,no
37,blue-collar,divorced,no,139,yes,no,no
39,admin.,married,no,367,yes,no,no
52,entrepreneur,divorced,no,278,yes,no,no
35,blue-collar,married,no,229,yes,no,no
36,entrepreneur,married,no,1722,yes,no,no
48,technician,married,no,-500,yes,no,no
31,admin.,divorced,no,308,yes,no,no
43,technician,divorced,no,1026,yes,yes,no
43,blue-collar,single,no,548,yes,no,no
39,blue-collar,married,no,356,yes,yes,no
40,technician,married,no,164,yes,no,no
58,management,married,no,211,no,no,no
31,blue-collar,married,no,19,yes,no,no
41,blue-collar,married,no,108,yes,yes,no
37,management,married,no,308,yes,no,no
44,services,divorced,no,7,yes,yes,no
37,technician,married,no,16,yes,yes,no
39,blue-collar,married,no,867,yes,no,no
41,blue-collar,single,no,277,yes,no,no
52,blue-collar,divorced,no,196,yes,no,no
29,blue-collar,single,no,365,yes,yes,no
60,blue-collar,divorced,no,1310,no,no,no
32,technician,married,no,186,no,no,no
50,services,single,no,148,yes,no,no
56,blue-collar,married,no,862,yes,yes,no
48,admin.,married,no,359,yes,no,no
29,blue-collar,married,no,190,no,no,no
40,blue-collar,married,no,4,yes,yes,no
42,admin.,divorced,no,0,yes,no,no
34,blue-collar,married,no,42,yes,no,no
23,management,single,no,2605,yes,no,no
30,technician,single,no,60,yes,yes,no
51,management,married,no,98,yes,no,no
52,technician,single,no,-181,yes,no,no
45,technician,married,no,118,yes,no,no
41,blue-collar,married,no,-15,yes,no,no
27,student,single,no,671,yes,no,no
50,blue-collar,married,no,1557,yes,no,no
36,blue-collar,married,no,-20,yes,no,no
46,blue-collar,married,no,323,yes,no,no
44,blue-collar,married,no,-171,yes,no,no
47,blue-collar,married,no,438,yes,no,no
40,blue-collar,married,no,316,yes,no,no
36,services,single,no,174,yes,no,no
46,blue-collar,married,no,442,yes,no,no
58,technician,married,no,786,yes,no,no
30,technician,divorced,no,-317,yes,no,no
43,blue-collar,married,no,667,yes,no,no
29,services,single,no,-158,yes,no,no
41,management,married,no,72,yes,no,no
44,entrepreneur,married,no,58,yes,no,no
44,services,divorced,no,396,yes,yes,no
59,blue-collar,married,no,10,yes,no,no
39,management,single,no,2887,yes,no,no
42,management,married,no,0,no,no,no
31,admin.,married,no,89,no,no,no
29,unknown,single,no,50,yes,no,no
39,blue-collar,single,no,29,yes,no,no
44,blue-collar,married,no,420,yes,no,no
49,services,single,no,114,yes,no,no
39,housemaid,married,no,365,yes,no,no
27,blue-collar,single,no,0,yes,no,no
56,management,married,no,-24,yes,no,no
43,technician,married,no,743,yes,no,no
37,self-employed,married,no,0,no,no,no
54,technician,single,no,99,yes,no,no
38,blue-collar,married,no,22,yes,yes,no
31,blue-collar,married,no,251,yes,no,no
34,blue-collar,married,no,615,yes,no,no
35,admin.,married,no,136,yes,no,no
44,blue-collar,single,no,2167,yes,no,no
30,blue-collar,married,no,309,yes,no,yes
51,technician,married,no,221,yes,no,no
37,blue-collar,married,no,321,yes,no,no
39,blue-collar,married,no,-33,yes,no,no
33,management,single,no,76,yes,no,no
37,management,divorced,no,42,yes,no,no
46,blue-collar,single,no,76,yes,no,no
32,admin.,married,no,1293,yes,no,no
43,entrepreneur,married,no,526,yes,no,no
59,housemaid,divorced,no,873,yes,no,no
46,admin.,married,no,40,yes,no,no
47,blue-collar,married,no,117,yes,no,no
31,services,single,no,671,yes,no,no
30,blue-collar,married,no,145,yes,no,no
38,blue-collar,married,no,1807,no,no,no
44,blue-collar,single,no,-212,yes,yes,no
52,technician,married,no,133,yes,no,no
29,services,single,no,566,no,no,no
43,admin.,married,no,1924,yes,no,no
47,technician,married,no,145,yes,no,no
43,blue-collar,married,no,487,yes,no,no
52,blue-collar,divorced,no,-57,yes,no,no
32,services,single,no,81,yes,no,no
40,admin.,single,no,-227,yes,no,no
57,technician,divorced,no,2710,yes,yes,no
30,services,divorced,no,98,yes,no,no
48,blue-collar,married,no,1230,yes,yes,no
46,blue-collar,married,no,78,yes,yes,no
59,retired,divorced,no,137,yes,yes,no
50,blue-collar,married,yes,354,yes,no,no
50,blue-collar,divorced,no,149,yes,no,no
33,blue-collar,divorced,no,126,yes,no,no
39,technician,single,no,0,yes,no,no
57,retired,divorced,no,8266,yes,no,no
49,blue-collar,married,no,51,yes,no,no
41,blue-collar,married,no,258,yes,no,no
43,technician,married,no,117,yes,no,no
29,management,married,no,199,yes,yes,yes
56,services,married,no,219,yes,no,no
46,technician,married,no,1571,yes,no,no
42,blue-collar,married,no,223,yes,no,no
36,blue-collar,married,no,-79,no,no,no
29,services,married,no,321,yes,no,no
43,admin.,single,no,2527,yes,no,no
48,admin.,married,no,5,yes,no,no
38,blue-collar,single,no,20,yes,no,no
46,blue-collar,married,no,1045,yes,yes,no
44,blue-collar,married,no,1,yes,no,no
28,management,married,no,3,yes,no,no
28,blue-collar,married,no,-55,yes,no,no
36,technician,divorced,no,141,yes,no,no
37,blue-collar,married,no,374,yes,no,no
56,management,married,no,93,yes,no,no
46,blue-collar,single,no,460,yes,no,yes
34,services,divorced,no,78,yes,no,no
32,entrepreneur,married,no,135,yes,no,no
33,technician,married,no,367,yes,yes,no
36,services,single,no,248,yes,no,no
35,services,married,no,630,yes,no,no
44,admin.,single,no,-30,yes,no,no
37,technician,married,no,157,yes,no,no
48,admin.,divorced,no,268,yes,no,no
38,blue-collar,married,no,164,yes,no,no
44,technician,married,no,-97,yes,no,no
31,admin.,divorced,no,53,yes,no,no
35,management,divorced,no,788,yes,no,no
54,technician,divorced,no,1904,yes,yes,no
28,admin.,single,no,260,yes,no,no
38,unemployed,married,no,447,yes,no,no
48,technician,married,no,720,yes,no,no
31,blue-collar,married,no,2827,yes,no,no
59,retired,married,no,0,no,no,no
29,admin.,single,no,1117,yes,no,no
28,blue-collar,married,no,597,yes,no,no
50,blue-collar,married,no,362,yes,no,no
31,self-employed,single,no,120,yes,no,no
32,admin.,single,no,89,yes,yes,no
30,services,married,no,442,yes,no,no
32,management,single,no,111,yes,no,no
29,technician,single,no,247,yes,no,no
30,admin.,divorced,no,1,yes,no,no
34,management,married,no,6,yes,no,no
34,blue-collar,single,yes,-947,yes,no,no
41,blue-collar,married,no,191,yes,no,no
36,blue-collar,married,no,-147,yes,no,no
31,technician,single,no,703,yes,no,yes
39,blue-collar,married,no,70,no,no,yes
36,technician,married,no,83,yes,no,no
39,blue-collar,married,no,125,yes,no,no
37,blue-collar,married,no,190,yes,yes,no
52,blue-collar,married,no,46,yes,no,no
